file_path,replicate,sample_name,data_type,reference_name,coverage_average,coverage_deletion_coverage_propagation_cutoff,coverage_deletion_coverage_seed_cutoff,coverage_group,coverage_nbinom_mean_parameter,coverage_nbinom_prob_parameter,coverage_nbinom_relative_variance,coverage_nbinom_size_parameter,coverage_nbinom_variance,coverage_relative_variance,coverage_variance,junction_only,length,num_bases_mapped_to_reference,num_features,num_genes,num_reads_mapped_to_reference,num_repeats,experiment_type,experiment_name
/fast-storage/marco/2026_tricomm_manuscript/2026_tricomm_sequencing/out/pOXA48_rep1/M4_198h/data/summary.json,pOXA48_rep1,M4_198h,data,NZ_MT441554,1.857644,-1.0,0.0,1,0.454981,0.295527761545853,3.38377685659438,0.1908656,1.53955417799017,0.7448405,1.383648,False,65499,168927.9,172,85,1126.39523809526,0,pOXA48,TriComm PVI no drug
/fast-storage/marco/2026_tricomm_manuscript/2026_tricomm_sequencing/out/pOXA48_rep1/M4_198h/data/summary.json,pOXA48_rep1,M4_198h,data,pS2313M_msfGFP,750.8101,449.0,0.0,2,764.8027,0.0566218314453132,17.6610324052451,45.90368,13507.2052683189,9.617182,7220.678,False,3861,3314481.0,10,1,22106.5,0,pOXA48,TriComm PVI no drug
/fast-storage/marco/2026_tricomm_manuscript/2026_tricomm_sequencing/out/pOXA48_rep1/M4_198h/data/summary.json,pOXA48_rep1,M4_198h,data,pS2313RS_mScarle,1299.874,935.0,0.0,3,1335.732,0.0677109756615159,14.7686544202074,97.01253,19726.9643060124,6.052901,7868.012,False,3846,3763811.0,4,1,25102.5,0,pOXA48,TriComm PVI no drug
/fast-storage/marco/2026_tricomm_manuscript/2026_tricomm_sequencing/out/pOXA48_rep1/M4_LM_clone1/data/summary.json,pOXA48_rep1,M4_LM_clone1,data,NZ_CP009273,231.9699,151.0,0.0,0,231.1342,0.498074572346155,2.00773148343942,229.3609,464.055410239583,8.338096,1934.188,False,4631469,1072916759.42842,9057,4518,7154866.53807626,2,pOXA48,TriComm PVI no drug
/fast-storage/marco/2026_tricomm_manuscript/2026_tricomm_sequencing/out/pOXA48_rep1/M4_LM_clone1/data/summary.json,pOXA48_rep1,M4_LM_clone1,data,NZ_MT441554,208.8323,143.0,0.0,1,208.6447,0.524504751085075,1.90656042282027,230.1498,397.793727451208,2.193116,457.9935,False,65499,13619276.0761906,172,85,90819.4619047572,0,pOXA48,TriComm PVI no drug
/fast-storage/marco/2026_tricomm_manuscript/2026_tricomm_sequencing/out/pOXA48_rep1/M4_LM_clone1/data/summary.json,pOXA48_rep1,M4_LM_clone1,data,pS2313M_msfGFP,1.0,-1.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,3861,1574.5,10,1,10.5,0,pOXA48,TriComm PVI no drug
/fast-storage/marco/2026_tricomm_manuscript/2026_tricomm_sequencing/out/pOXA48_rep1/M4_LM_clone1/data/summary.json,pOXA48_rep1,M4_LM_clone1,data,pS2313RS_mScarle,0.0,-1.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,3846,1124.5,4,1,7.5,0,pOXA48,TriComm PVI no drug
/fast-storage/marco/2026_tricomm_manuscript/2026_tricomm_sequencing/out/pOXA48_rep1/M5_198h/data/summary.json,pOXA48_rep1,M5_198h,data,NZ_CP009273,234.7574,88.0,0.0,0,218.1251,0.133069731009894,7.51485700324779,33.48118,1639.17893531913,1264.882,296940.4,False,4631469,1084047467.96029,9057,4518,7232030.84283905,2,pOXA48,TriComm PVI 16x MIC
/fast-storage/marco/2026_tricomm_manuscript/2026_tricomm_sequencing/out/pOXA48_rep1/M5_198h/data/summary.json,pOXA48_rep1,M5_198h,data,NZ_MT441554,47.38283,18.0,0.0,1,47.27144,0.456642682813708,2.18989603389301,39.72737,103.519538972411,2.163034,102.4907,False,65499,3227401.56666669,172,85,21525.1571428582,0,pOXA48,TriComm PVI 16x MIC
/fast-storage/marco/2026_tricomm_manuscript/2026_tricomm_sequencing/out/pOXA48_rep1/M5_198h/data/summary.json,pOXA48_rep1,M5_198h,data,pS2313M_msfGFP,2401.164,2272.0,0.0,2,2440.925,0.82969710479671,1.20525911711481,11891.92,2941.94711044348,3.279224,7873.954,False,3861,8950435.0,10,1,59693.0,0,pOXA48,TriComm PVI 16x MIC
/fast-storage/marco/2026_tricomm_manuscript/2026_tricomm_sequencing/out/pOXA48_rep1/M5_198h/data/summary.json,pOXA48_rep1,M5_198h,data,pS2313RS_mScarle,2701.472,2548.0,0.0,3,2741.555,0.706991169084453,1.41444482438867,6615.006,3877.77828052688,4.837467,13068.28,False,3846,9165636.0,4,1,61127.0,0,pOXA48,TriComm PVI 16x MIC
/fast-storage/marco/2026_tricomm_manuscript/2026_tricomm_sequencing/out/pOXA48_rep1/M5_LM_M9/data/summary.json,pOXA48_rep1,M5_LM_M9,data,NZ_CP009273,212.7847,113.0,0.0,0,213.1059,0.257554677180228,3.88267070490913,73.92655,827.420034973294,4.233423,900.8076,False,4631469,984219164.207321,9057,4518,6562889.15236517,2,pOXA48,TriComm PVI 16x MIC
/fast-storage/marco/2026_tricomm_manuscript/2026_tricomm_sequencing/out/pOXA48_rep1/M5_LM_M9/data/summary.json,pOXA48_rep1,M5_LM_M9,data,NZ_MT441554,93.0526,45.0,0.0,1,94.25224,0.353728469555677,2.8270271862938,51.58776,266.453644849088,2.744239,255.3586,False,65499,6141949.52857135,172,85,40956.8476190473,0,pOXA48,TriComm PVI 16x MIC
/fast-storage/marco/2026_tricomm_manuscript/2026_tricomm_sequencing/out/pOXA48_rep1/M5_LM_M9/data/summary.json,pOXA48_rep1,M5_LM_M9,data,pS2313M_msfGFP,2.274194,-1.0,0.0,2,2.514584,0.999998258249161,1.00000174175387,1443708.0,2.51458837978642,0.2837109,0.6452134,False,3861,37343.0,10,1,249.0,0,pOXA48,TriComm PVI 16x MIC
/fast-storage/marco/2026_tricomm_manuscript/2026_tricomm_sequencing/out/pOXA48_rep1/M5_LM_M9/data/summary.json,pOXA48_rep1,M5_LM_M9,data,pS2313RS_mScarle,23.55197,6.0,0.0,3,18.30841,0.999970123815397,1.00002987707722,612791.2,18.3089570017793,2.242524,52.81586,False,3846,54440.0,4,1,363.0,0,pOXA48,TriComm PVI 16x MIC
/fast-storage/marco/2026_tricomm_manuscript/2026_tricomm_sequencing/out/pOXA48_rep1/M5_PL_clone1/data/summary.json,pOXA48_rep1,M5_PL_clone1,data,NZ_CP009273,267.6525,166.0,0.0,0,261.5004,0.379940697287037,2.63198969507739,160.2341,688.266358058616,7.226741,1934.255,False,4631469,1238855332.44444,9057,4518,8261211.89045004,2,pOXA48,TriComm PVI 16x MIC
/fast-storage/marco/2026_tricomm_manuscript/2026_tricomm_sequencing/out/pOXA48_rep1/M5_PL_clone1/data/summary.json,pOXA48_rep1,M5_PL_clone1,data,NZ_MT441554,357.2285,261.0,0.0,1,355.9976,0.435442940816577,2.29651214031561,274.581,817.55281032322,2.735095,977.0539,False,65499,23199321.7476194,172,85,154704.10952381,0,pOXA48,TriComm PVI 16x MIC
/fast-storage/marco/2026_tricomm_manuscript/2026_tricomm_sequencing/out/pOXA48_rep1/M5_PL_clone1/data/summary.json,pOXA48_rep1,M5_PL_clone1,data,pS2313M_msfGFP,12684.58,11171.0,0.0,2,12995.89,0.0355414589252436,28.1361550774648,478.9142,365654.376409674,22.79971,289204.7,False,3861,27637467.5,10,1,184385.0,0,pOXA48,TriComm PVI 16x MIC
/fast-storage/marco/2026_tricomm_manuscript/2026_tricomm_sequencing/out/pOXA48_rep1/M5_PL_clone1/data/summary.json,pOXA48_rep1,M5_PL_clone1,data,pS2313RS_mScarle,1.0,-1.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,3846,16889974.5,4,1,112715.0,0,pOXA48,TriComm PVI 16x MIC
/fast-storage/marco/2026_tricomm_manuscript/2026_tricomm_sequencing/out/pOXA48_rep1/M5_PL_clone2/data/summary.json,pOXA48_rep1,M5_PL_clone2,data,NZ_CP009273,329.808,210.0,0.0,0,325.7182,0.326652606475764,3.06135625485724,158.0116,997.139448890841,11.03412,3639.141,False,4631469,1526994566.13,9057,4518,10182519.74761,2,pOXA48,TriComm PVI 16x MIC
/fast-storage/marco/2026_tricomm_manuscript/2026_tricomm_sequencing/out/pOXA48_rep1/M5_PL_clone2/data/summary.json,pOXA48_rep1,M5_PL_clone2,data,NZ_MT441554,332.6885,231.0,0.0,1,332.8817,0.336039120994325,2.97584399411903,168.4757,990.604007697134,2.94474,979.6812,False,65499,21735456.019048,172,85,144942.25238095,0,pOXA48,TriComm PVI 16x MIC
/fast-storage/marco/2026_tricomm_manuscript/2026_tricomm_sequencing/out/pOXA48_rep1/M5_PL_clone2/data/summary.json,pOXA48_rep1,M5_PL_clone2,data,pS2313M_msfGFP,7645.128,6934.0,0.0,2,7797.388,0.0974372893083368,10.2630112875527,841.7768,80024.6810574281,16.38394,125257.4,False,3861,17168793.5,10,1,114541.5,0,pOXA48,TriComm PVI 16x MIC
/fast-storage/marco/2026_tricomm_manuscript/2026_tricomm_sequencing/out/pOXA48_rep1/M5_PL_clone2/data/summary.json,pOXA48_rep1,M5_PL_clone2,data,pS2313RS_mScarle,0.0,-1.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,3846,10685796.5,4,1,71308.5,0,pOXA48,TriComm PVI 16x MIC
/fast-storage/marco/2026_tricomm_manuscript/2026_tricomm_sequencing/out/pOXA48_rep1/M5_PM_M9/data/summary.json,pOXA48_rep1,M5_PM_M9,data,NZ_CP009273,276.5761,176.0,0.0,0,277.45,0.35948757158872,2.78173733678913,155.7188,771.793024092146,3.222393,891.2369,False,4631469,1279974683.76699,9057,4518,8535193.37140293,2,pOXA48,TriComm PVI 16x MIC
/fast-storage/marco/2026_tricomm_manuscript/2026_tricomm_sequencing/out/pOXA48_rep1/M5_PM_M9/data/summary.json,pOXA48_rep1,M5_PM_M9,data,NZ_MT441554,161.4978,96.0,0.0,1,162.0366,0.36519312692353,2.73827716426163,93.21678,443.701121554596,3.032824,489.7945,False,65499,10638802.3857143,172,85,70947.6285714239,0,pOXA48,TriComm PVI 16x MIC
/fast-storage/marco/2026_tricomm_manuscript/2026_tricomm_sequencing/out/pOXA48_rep1/M5_PM_M9/data/summary.json,pOXA48_rep1,M5_PM_M9,data,pS2313M_msfGFP,2.611455,-1.0,0.0,2,1.989572,0.999998035440748,1.00000196456311,1012730.0,1.98957590863976,1.245244,3.2519,False,3861,3524130.0,10,1,23503.0,0,pOXA48,TriComm PVI 16x MIC
/fast-storage/marco/2026_tricomm_manuscript/2026_tricomm_sequencing/out/pOXA48_rep1/M5_PM_M9/data/summary.json,pOXA48_rep1,M5_PM_M9,data,pS2313RS_mScarle,2292.823,2143.0,0.0,3,2315.909,0.746046932502522,1.34039824632161,6803.528,3104.24036224044,2.141032,4909.007,False,3846,5448475.0,4,1,36335.0,0,pOXA48,TriComm PVI 16x MIC
/fast-storage/marco/2026_tricomm_manuscript/2026_tricomm_sequencing/out/pOXA48_rep1/M6_198h/data/summary.json,pOXA48_rep1,M6_198h,data,NZ_CP009273,252.7619,144.0,0.0,0,242.8206,0.323615165222507,3.0900900435628,116.1771,750.337518431946,223.4624,56482.79,False,4631469,1168816037.31047,9057,4518,7795857.32854783,2,pOXA48,TriComm PVB no drug
/fast-storage/marco/2026_tricomm_manuscript/2026_tricomm_sequencing/out/pOXA48_rep1/M6_198h/data/summary.json,pOXA48_rep1,M6_198h,data,NZ_MT441554,0.0,-1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,65499,170316.104761905,172,85,1135.67142857145,0,pOXA48,TriComm PVB no drug
/fast-storage/marco/2026_tricomm_manuscript/2026_tricomm_sequencing/out/pOXA48_rep1/M6_198h/data/summary.json,pOXA48_rep1,M6_198h,data,pS2313M_msfGFP,4445.93,3957.0,0.0,2,4609.333,0.0990681726849543,10.0940592008302,506.851,46526.8801783404,10.29674,45778.58,False,3861,12026370.5,10,1,80209.5,0,pOXA48,TriComm PVB no drug
/fast-storage/marco/2026_tricomm_manuscript/2026_tricomm_sequencing/out/pOXA48_rep1/M6_198h/data/summary.json,pOXA48_rep1,M6_198h,data,pS2313RS_mScarle,1591.066,1434.0,0.0,3,1604.286,0.526569081737264,1.89908605476946,1784.352,3046.67717046188,1.626603,2588.033,False,3846,9565926.5,4,1,63800.5,0,pOXA48,TriComm PVB no drug
/fast-storage/marco/2026_tricomm_manuscript/2026_tricomm_sequencing/out/pOXA48_rep1/M7_198h/data/summary.json,pOXA48_rep1,M7_198h,data,NZ_CP009273,400.0057,262.0,0.0,0,400.8069,0.279869537891901,3.57309340463573,155.7685,1432.12049092249,4.277669,1711.092,False,4631469,1851806072.65852,9057,4518,12348770.8190644,2,pOXA48,TriComm PVB 16x MIC
/fast-storage/marco/2026_tricomm_manuscript/2026_tricomm_sequencing/out/pOXA48_rep1/M7_198h/data/summary.json,pOXA48_rep1,M7_198h,data,NZ_MT441554,1.267413,-1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.2840036,0.3599497,False,65499,299670.500000004,172,85,1998.18095238108,0,pOXA48,TriComm PVB 16x MIC
/fast-storage/marco/2026_tricomm_manuscript/2026_tricomm_sequencing/out/pOXA48_rep1/M7_198h/data/summary.json,pOXA48_rep1,M7_198h,data,pS2313M_msfGFP,8273.915,5731.0,0.0,2,8996.787,0.00647308215934284,154.485911870694,58.61637,1389876.84360141,50.50798,417898.8,False,3861,27242126.0,10,1,181691.5,0,pOXA48,TriComm PVB 16x MIC
/fast-storage/marco/2026_tricomm_manuscript/2026_tricomm_sequencing/out/pOXA48_rep1/M7_198h/data/summary.json,pOXA48_rep1,M7_198h,data,pS2313RS_mScarle,6919.44,6534.0,0.0,3,7047.557,0.255699227823898,3.9108448176023,2421.138,27561.9017702068,8.198905,56731.83,False,3846,26032517.0,4,1,173625.5,0,pOXA48,TriComm PVB 16x MIC
/fast-storage/marco/2026_tricomm_manuscript/2026_tricomm_sequencing/out/pOXA48_rep1/M7_LM_clone1/data/summary.json,pOXA48_rep1,M7_LM_clone1,data,NZ_CP009273,211.7298,122.0,0.0,0,212.822,0.325112052163953,3.07586259366264,102.5222,654.611228908471,3.34154,707.5035,False,4631469,979814565.456593,9057,4518,6533632.5523663,2,pOXA48,TriComm PVB 16x MIC
/fast-storage/marco/2026_tricomm_manuscript/2026_tricomm_sequencing/out/pOXA48_rep1/M7_LM_clone1/data/summary.json,pOXA48_rep1,M7_LM_clone1,data,NZ_MT441554,1436.503,1124.0,0.0,1,1426.336,0.172779465080262,5.78772482907888,297.9152,8255.24028180905,6.083657,8739.19,False,65499,74175538.3571415,172,85,494639.447619101,0,pOXA48,TriComm PVB 16x MIC
/fast-storage/marco/2026_tricomm_manuscript/2026_tricomm_sequencing/out/pOXA48_rep1/M7_LM_clone1/data/summary.json,pOXA48_rep1,M7_LM_clone1,data,pS2313M_msfGFP,1.241228,-1.0,0.0,2,0.6358148,0.999936422562348,1.00006358148,10000.0,0.63585522604599,0.1481141,0.1838434,False,3861,825.0,10,1,5.5,0,pOXA48,TriComm PVB 16x MIC
/fast-storage/marco/2026_tricomm_manuscript/2026_tricomm_sequencing/out/pOXA48_rep1/M7_LM_clone1/data/summary.json,pOXA48_rep1,M7_LM_clone1,data,pS2313RS_mScarle,0.0,-1.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,3846,525.0,4,1,3.5,0,pOXA48,TriComm PVB 16x MIC
/fast-storage/marco/2026_tricomm_manuscript/2026_tricomm_sequencing/out/pOXA48_rep1/M7_LM_clone2/data/summary.json,pOXA48_rep1,M7_LM_clone2,data,NZ_CP009273,304.4808,163.0,0.0,0,307.9568,0.17459824634344,5.72743438690084,65.14248,1763.80236599994,6.289391,1914.999,False,4631469,1409167195.34419,9057,4518,9396732.28093607,2,pOXA48,TriComm PVB 16x MIC
/fast-storage/marco/2026_tricomm_manuscript/2026_tricomm_sequencing/out/pOXA48_rep1/M7_LM_clone2/data/summary.json,pOXA48_rep1,M7_LM_clone2,data,NZ_MT441554,1958.423,1307.0,0.0,1,1950.293,0.0470044054520945,21.2746016119525,96.1939,41491.7066015797,20.59466,40333.07,False,65499,101015257.080953,172,85,673632.719047569,0,pOXA48,TriComm PVB 16x MIC
/fast-storage/marco/2026_tricomm_manuscript/2026_tricomm_sequencing/out/pOXA48_rep1/M7_LM_clone2/data/summary.json,pOXA48_rep1,M7_LM_clone2,data,pS2313M_msfGFP,2.0,-1.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,3861,1350.0,10,1,9.0,0,pOXA48,TriComm PVB 16x MIC
/fast-storage/marco/2026_tricomm_manuscript/2026_tricomm_sequencing/out/pOXA48_rep1/M7_LM_clone2/data/summary.json,pOXA48_rep1,M7_LM_clone2,data,pS2313RS_mScarle,0.0,-1.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,3846,750.0,4,1,5.0,0,pOXA48,TriComm PVB 16x MIC
/fast-storage/marco/2026_tricomm_manuscript/2026_tricomm_sequencing/out/pOXA48_rep2/M0_306h/data/summary.json,pOXA48_rep2,M0_306h,data,NZ_CP009273,525.4438,367.0,0.0,0,525.8147,0.286281195989876,3.49306910131591,210.9106,1836.7070815877,5.381352,2827.598,False,4631469,2431794618.00865,9057,4518,16237214.1381517,2,pOXA48,TriComm KAN no drug
/fast-storage/marco/2026_tricomm_manuscript/2026_tricomm_sequencing/out/pOXA48_rep2/M0_306h/data/summary.json,pOXA48_rep2,M0_306h,data,NZ_MT441554,1.0,-1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,65499,368870.938095244,172,85,2462.8619047619,0,pOXA48,TriComm KAN no drug
/fast-storage/marco/2026_tricomm_manuscript/2026_tricomm_sequencing/out/pOXA48_rep2/M0_306h/data/summary.json,pOXA48_rep2,M0_306h,data,pS2313M_msfGFP,5479.48,3591.0,0.0,2,5628.244,0.0104198292086453,95.9708628592786,59.26285,540147.433062558,48.85405,267694.8,False,3861,16966787.5,10,1,113344.0,0,pOXA48,TriComm KAN no drug
/fast-storage/marco/2026_tricomm_manuscript/2026_tricomm_sequencing/out/pOXA48_rep2/M0_306h/data/summary.json,pOXA48_rep2,M0_306h,data,pS2313RS_mScarle,4301.303,3897.0,0.0,3,4232.607,0.357943340861349,2.7937382424649,2359.657,11824.7960412246,7.659368,32945.26,False,3846,15981792.5,4,1,106749.0,0,pOXA48,TriComm KAN no drug
/fast-storage/marco/2026_tricomm_manuscript/2026_tricomm_sequencing/out/pOXA48_rep2/M0_PL_clone1/data/summary.json,pOXA48_rep2,M0_PL_clone1,data,NZ_CP009273,224.7516,140.0,0.0,0,223.7881,0.429016000393944,2.33091539495438,168.146,521.631127497591,2.927764,658.0197,False,4631469,1039998099.61406,9057,4518,6935550.74760123,2,pOXA48,TriComm KAN no drug
/fast-storage/marco/2026_tricomm_manuscript/2026_tricomm_sequencing/out/pOXA48_rep2/M0_PL_clone1/data/summary.json,pOXA48_rep2,M0_PL_clone1,data,NZ_MT441554,1.271116,-1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.3196434,0.4063038,False,65499,153434.99047619,172,85,1023.25238095238,0,pOXA48,TriComm KAN no drug
/fast-storage/marco/2026_tricomm_manuscript/2026_tricomm_sequencing/out/pOXA48_rep2/M0_PL_clone1/data/summary.json,pOXA48_rep2,M0_PL_clone1,data,pS2313M_msfGFP,18164.38,14847.0,0.0,2,25614.09,0.001608169951259,621.824825925344,41.25816,15927477.0554861,57.37168,1042121.0,False,3861,38593077.5,10,1,257494.0,0,pOXA48,TriComm KAN no drug
/fast-storage/marco/2026_tricomm_manuscript/2026_tricomm_sequencing/out/pOXA48_rep2/M0_PL_clone1/data/summary.json,pOXA48_rep2,M0_PL_clone1,data,pS2313RS_mScarle,1.0,-1.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,3846,23241214.5,4,1,155108.0,0,pOXA48,TriComm KAN no drug
/fast-storage/marco/2026_tricomm_manuscript/2026_tricomm_sequencing/out/pOXA48_rep2/M0_PM_clone1/data/summary.json,pOXA48_rep2,M0_PM_clone1,data,NZ_CP009273,269.9228,178.0,0.0,0,271.4513,0.423880541263178,2.3591552398701,199.7206,640.39575676455,3.056803,825.1006,False,4631469,1249758075.68122,9057,4518,8334368.86663937,2,pOXA48,TriComm KAN no drug
/fast-storage/marco/2026_tricomm_manuscript/2026_tricomm_sequencing/out/pOXA48_rep2/M0_PM_clone1/data/summary.json,pOXA48_rep2,M0_PM_clone1,data,NZ_MT441554,1.339286,-1.0,0.0,1,1.02703,0.999897307546823,1.000102703,10000.0,1.02713547906209,0.1675305,0.2243712,False,65499,194221.795238096,172,85,1295.13333333338,0,pOXA48,TriComm KAN no drug
/fast-storage/marco/2026_tricomm_manuscript/2026_tricomm_sequencing/out/pOXA48_rep2/M0_PM_clone1/data/summary.json,pOXA48_rep2,M0_PM_clone1,data,pS2313M_msfGFP,0.0,-1.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,3861,14559174.0,10,1,97107.5,0,pOXA48,TriComm KAN no drug
/fast-storage/marco/2026_tricomm_manuscript/2026_tricomm_sequencing/out/pOXA48_rep2/M0_PM_clone1/data/summary.json,pOXA48_rep2,M0_PM_clone1,data,pS2313RS_mScarle,10165.0,9902.0,0.0,3,10335.88,0.536802989304578,1.86288083323733,11978.34,19254.512746641,8.806148,89514.51,False,3846,23045308.0,4,1,153698.5,0,pOXA48,TriComm KAN no drug
/fast-storage/marco/2026_tricomm_manuscript/2026_tricomm_sequencing/out/pOXA48_rep2/M2_306h/data/summary.json,pOXA48_rep2,M2_306h,data,NZ_CP009273,348.7087,194.0,0.0,0,340.5687,0.195350684152993,5.11899922099494,82.68239,1743.37090999526,63.22763,22048.03,False,4631469,1612165505.17121,9057,4518,10767231.1333339,2,pOXA48,TriComm KAN+PVI no drug
/fast-storage/marco/2026_tricomm_manuscript/2026_tricomm_sequencing/out/pOXA48_rep2/M2_306h/data/summary.json,pOXA48_rep2,M2_306h,data,NZ_MT441554,1.733472,-1.0,0.0,1,1.174751,0.999966258295694,1.00003374284285,34814.82,1.17479063943838,0.5953761,1.032068,False,65499,243395.461904763,172,85,1625.86666666674,0,pOXA48,TriComm KAN+PVI no drug
/fast-storage/marco/2026_tricomm_manuscript/2026_tricomm_sequencing/out/pOXA48_rep2/M2_306h/data/summary.json,pOXA48_rep2,M2_306h,data,pS2313M_msfGFP,4367.391,3173.0,0.0,2,4526.425,0.0200335162534102,49.9163495489603,92.53399,225942.612507153,21.48229,93821.58,False,3861,14854175.0,10,1,99192.5,0,pOXA48,TriComm KAN+PVI no drug
/fast-storage/marco/2026_tricomm_manuscript/2026_tricomm_sequencing/out/pOXA48_rep2/M2_306h/data/summary.json,pOXA48_rep2,M2_306h,data,pS2313RS_mScarle,4706.687,4221.0,0.0,3,4676.955,0.212265831259553,4.71107381751529,1260.27,22033.4802461972,12.0064,56510.38,False,3846,15062676.0,4,1,100592.5,0,pOXA48,TriComm KAN+PVI no drug
/fast-storage/marco/2026_tricomm_manuscript/2026_tricomm_sequencing/out/pOXA48_rep2/M2_PL_clone1/data/summary.json,pOXA48_rep2,M2_PL_clone1,data,NZ_CP009273,219.0246,80.0,0.0,0,207.6921,0.128779435224573,7.76521498371336,30.7,1612.77380691889,919.7469,201447.2,False,4631469,1010004441.02478,9057,4518,6741963.19998711,2,pOXA48,TriComm KAN+PVI no drug
/fast-storage/marco/2026_tricomm_manuscript/2026_tricomm_sequencing/out/pOXA48_rep2/M2_PL_clone1/data/summary.json,pOXA48_rep2,M2_PL_clone1,data,NZ_MT441554,318.5929,171.0,0.0,1,320.1984,0.130314401063249,7.67374896282295,47.97879,2457.12213989757,6.622981,2110.035,False,65499,20809203.2428574,172,85,138844.799999998,0,pOXA48,TriComm KAN+PVI no drug
/fast-storage/marco/2026_tricomm_manuscript/2026_tricomm_sequencing/out/pOXA48_rep2/M2_PL_clone1/data/summary.json,pOXA48_rep2,M2_PL_clone1,data,pS2313M_msfGFP,3833.129,3200.0,0.0,2,3930.937,0.0651153659230636,15.3573582183588,273.7925,60368.8076428007,12.53242,48038.4,False,3861,8390379.0,10,1,55998.5,0,pOXA48,TriComm KAN+PVI no drug
/fast-storage/marco/2026_tricomm_manuscript/2026_tricomm_sequencing/out/pOXA48_rep2/M2_PL_clone1/data/summary.json,pOXA48_rep2,M2_PL_clone1,data,pS2313RS_mScarle,1.0,-1.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,3846,5153364.0,4,1,34402.5,0,pOXA48,TriComm KAN+PVI no drug
/fast-storage/marco/2026_tricomm_manuscript/2026_tricomm_sequencing/out/pOXA48_rep2/M3_306h/data/summary.json,pOXA48_rep2,M3_306h,data,NZ_CP009273,508.2313,361.0,0.0,0,507.6809,0.329690924001097,3.03314385444433,249.7024,1539.86920185377,4.864759,2472.423,False,4631469,2353025483.52507,9057,4518,15703896.5476664,2,pOXA48,TriComm KAN+PVI 16x MIC
/fast-storage/marco/2026_tricomm_manuscript/2026_tricomm_sequencing/out/pOXA48_rep2/M3_306h/data/summary.json,pOXA48_rep2,M3_306h,data,NZ_MT441554,602.318,448.0,0.0,1,601.5897,0.275377867521967,3.63137389725131,228.6219,2184.59713343525,4.05197,2440.575,False,65499,39252141.6809522,172,85,261989.452380981,0,pOXA48,TriComm KAN+PVI 16x MIC
/fast-storage/marco/2026_tricomm_manuscript/2026_tricomm_sequencing/out/pOXA48_rep2/M3_306h/data/summary.json,pOXA48_rep2,M3_306h,data,pS2313M_msfGFP,5475.267,4309.0,0.0,2,6794.591,0.00841650403061727,118.814177045747,57.6721,807293.738027436,16.39004,89739.85,False,3861,17434731.0,10,1,116376.0,0,pOXA48,TriComm KAN+PVI 16x MIC
/fast-storage/marco/2026_tricomm_manuscript/2026_tricomm_sequencing/out/pOXA48_rep2/M3_306h/data/summary.json,pOXA48_rep2,M3_306h,data,pS2313RS_mScarle,4312.898,4160.0,0.0,3,4367.563,0.995865602792575,1.00415156141133,1052029.0,4385.69520601235,7.670857,33083.62,False,3846,16417592.0,4,1,109582.0,0,pOXA48,TriComm KAN+PVI 16x MIC
/fast-storage/marco/2026_tricomm_manuscript/2026_tricomm_sequencing/out/pOXA48_rep2/M3_PL_clone1/data/summary.json,pOXA48_rep2,M3_PL_clone1,data,NZ_CP009273,332.4672,226.0,0.0,0,332.6916,0.401914998955527,2.48808828383798,223.5698,827.766072091311,3.02756,1006.564,False,4631469,1539628166.01253,9057,4518,10269855.838087,2,pOXA48,TriComm KAN+PVI 16x MIC
/fast-storage/marco/2026_tricomm_manuscript/2026_tricomm_sequencing/out/pOXA48_rep2/M3_PL_clone1/data/summary.json,pOXA48_rep2,M3_PL_clone1,data,NZ_MT441554,732.1272,582.0,0.0,1,732.799,0.360917914294161,2.77071311895304,413.844,2030.37580285567,2.798206,2048.643,False,65499,47533261.7904753,172,85,317066.1619048,0,pOXA48,TriComm KAN+PVI 16x MIC
/fast-storage/marco/2026_tricomm_manuscript/2026_tricomm_sequencing/out/pOXA48_rep2/M3_PL_clone1/data/summary.json,pOXA48_rep2,M3_PL_clone1,data,pS2313M_msfGFP,17482.72,15304.0,0.0,2,0.0,0.0,0.0,0.0,0.0,29.49091,515581.1,False,3861,38591926.5,10,1,257531.0,0,pOXA48,TriComm KAN+PVI 16x MIC
